x1,x2,x3,x4,x5,x6,x7,label
0.183000411,0.260892078,-0.016867595,0.576591571,0.024873918,0.506664517,0.787271463,2
0.451069336,0.590152101,-0.279252406,0.488568067,0.361106757,0.376306983,0.787271463,2
0.24486247,0.253234868,0.478277935,0.332834174,0.395524291,0.845860142,0.893074236,2
0.183000411,0.077119042,1.185024119,-0.342012693,0.546431943,-0.066642597,0.062929397,2
0.863483068,0.919412123,0.317461438,1.165671947,0.835009734,-0.115859217,1.145373158,2
0.248299251,0.452322324,-0.774397936,0.657844037,-0.073083681,-0.705128479,0.958183636,2
0.258609595,0.421693484,-0.550101243,0.459226898,0.072528966,-0.648595875,0.699780708,2
0.475126804,0.475293953,0.592542288,0.549507416,0.564964462,0.045757521,1.045674391,2
-0.610896023,-0.489514486,-0.973302551,-0.353297758,-0.700541813,1.066669842,-0.026596027,3
-0.524976495,-0.474200066,-0.410444811,-0.197563866,-0.491389102,2.217939697,0.064964066,3
-0.518102933,-0.466542856,-0.38082072,-0.540629832,-0.488741599,1.526246659,-0.205646875,3
-0.903022416,-0.948947075,-0.245396301,-0.913036966,-0.772024385,1.176409603,-0.380628385,3
-1.04049366,-0.887689397,-1.845097245,-0.709905802,-1.275049891,0.512650322,-0.46811914,3
-1.250137307,-1.094434062,-2.297922644,-0.788901254,-1.513325131,1.641972225,-0.270756274,3
-1.174528123,-1.094434062,-1.586944447,-1.021373587,-1.428605046,-0.983800962,-0.561713901,3
-0.810229326,-0.841746138,-0.220004223,-0.81598541,-0.772024385,0.479395849,-0.826220835,3
-0.738056923,-0.650315892,-0.926750407,-0.54740087,-0.920284534,-0.292773014,-0.187334856,3
-1.394482113,-1.247578259,-2.551843428,-0.703134763,-1.616577735,1.171753977,-0.43556444,3
-1.037056879,-1.017861964,-0.905590341,-0.825013461,-1.108257223,0.994175091,-0.205646875,3
-0.975194819,-0.795802879,-1.950897571,-0.504517625,-1.277697394,2.189340851,-0.280929617,3
-0.889275292,-0.7345452,-1.595408473,-0.497746586,-1.126789742,0.702200818,-0.097809432,3
-1.26044765,-1.163348951,-1.878953349,-0.922065017,-1.497440115,-0.244886573,-0.828255504,3
-1.19858559,-1.155691741,-1.388039832,-1.0236306,-1.33329495,0.231317481,-0.295172298,3
-1.257010869,-1.155691741,-1.933969519,-0.854354629,-1.545095163,1.405200377,-0.384697722,3
-1.205459152,-1.293521518,-0.482389034,-1.298986178,-1.084429699,-0.234910231,-0.824186167,3
-0.933953446,-0.635001472,-2.661875769,-0.529344767,-1.359769977,0.748091991,-0.382663054,3
-1.064551127,-0.795802879,-2.657643755,-0.41649412,-1.537152655,0.450797002,-0.199542868,3
-1.153907436,-1.025519174,-1.891649388,-0.732475931,-1.49214511,1.122537357,-0.199542868,3
-0.793045421,-0.680944731,-1.20606327,-0.40069503,-1.005004619,-0.411158938,0.168732171,3
-0.971758038,-0.941289866,-0.87596625,-0.628653336,-1.187682303,0.37963243,-0.203612206,3
-0.961447695,-0.880032187,-1.244151387,-0.81598541,-1.089724705,0.856501573,-0.736695412,3
-0.78960864,-0.75751683,-0.64320553,-0.667022556,-0.769376882,0.47806567,-0.472188477,3
-1.274194774,-1.354779197,-0.64320553,-1.393780721,-1.230042346,1.787626817,-0.730591405,3
-0.944263789,-1.079119643,0.351317543,-1.181621505,-0.840859454,-0.997102752,-0.716348724,3
-0.827413232,-0.74220241,-1.049478786,-0.698620737,-0.957349571,0.813935848,-0.280929617,3
-0.927079884,-0.849403348,-1.129887034,-0.477433469,-1.116199731,-0.041369198,-0.142572144,3
-1.202022371,-1.102091272,-1.773153022,-1.021373587,-1.563627682,0.423528335,-0.561713901,3
-1.239826963,-1.19397779,-1.485376133,-1.215476699,-1.439195057,-0.119184665,-0.651239325,3
-1.315436148,-1.19397779,-2.204818356,-0.685078659,-1.476260094,2.018412859,-0.498639171,3
-1.133286749,-1.117405692,-1.079102877,-1.041686703,-1.09501971,2.00511107,-0.919815597,3
-1.22951662,-1.21694942,-1.231455348,-1.219990725,-1.312114929,0.40490583,-0.830290173,3
-1.184838466,-1.132720111,-1.417663924,-1.111654104,-1.312114929,1.255555249,-0.649204656,3
-1.380734988,-1.224606629,-2.585699533,-0.791158267,-1.635110254,0.985528928,-0.453876459,3
-1.391045332,-1.523237813,-0.507781112,-1.461491109,-1.158559774,0.713507339,-0.702106043,3
-1.232953401,-1.18632058,-1.502304185,-0.998803457,-1.45243257,1.087287616,-0.64310065,3
-1.411666018,-1.400722456,-1.612336525,-1.091340988,-1.632462751,0.666285987,-0.905572916,3
-1.157344217,-1.155691741,-1.002926642,-1.012345535,-1.325352442,1.447101013,-0.826220835,3
-0.906459197,-0.834088928,-1.087566904,-0.612854245,-0.967939582,-1.35625106,-0.46811914,3
-1.181401685,-1.232263839,-0.634741504,-1.215476699,-1.280344897,0.8358838,-1.1863572,3
-0.82053967,-0.880032187,-0.016867595,-0.885952811,-0.639649251,0.855836484,-0.53119387,3
-0.913332759,-0.918318236,-0.554333256,-0.876924759,-0.925579539,0.769374854,-0.508812514,3
-1.098918938,-1.140377321,-0.571261308,-1.174850466,-1.081782197,1.003486344,-0.555609895,3
-0.672758082,-0.604372633,-0.715149753,-0.301386461,-0.615821727,1.652613656,-0.187334856,3
-1.129849968,-0.956604285,-2.166730238,-0.599312168,-1.523915142,0.240628733,-0.459980465,3
-1.043930441,-0.849403348,-2.166730238,-0.486461521,-1.436547554,0.796643522,-0.114086782,3
-1.35324074,-1.347121987,-1.430359963,-1.219990725,-1.545095163,0.3184442,-0.919815597,3
-1.243263744,-1.331807567,-0.49085306,-1.217733712,-1.158559774,2.543168443,-0.917780928,3
-1.463217735,-1.64575317,-0.262324353,-1.646566169,-1.248574865,0.84785541,-1.24943193,3
-1.346367177,-1.347121987,-1.354183728,-1.314785268,-1.433900051,1.129188252,-0.73873008,3
-1.22951662,-1.301178728,-0.622045465,-1.213219686,-1.203567319,0.189416845,-0.828255504,3
-1.023309754,-1.17866337,0.359781569,-1.120682156,-0.809089422,-0.068637866,-0.561713901,3
-1.384171769,-1.324150357,-1.92127348,-1.012345535,-1.664232783,0.766714496,-0.649204656,3
-0.940827008,-0.987233125,-0.300412471,-0.885952811,-0.750844363,0.287184995,-0.805874148,3
-0.703689112,-0.834088928,0.634862419,-1.057485794,-0.351071461,0.780016285,-1.005271683,3
-0.707125893,-0.788145669,0.321693451,-0.913036966,-0.541691653,1.185720856,-0.915746259,3
-0.50779259,-0.596715423,0.588310275,-0.696363724,-0.345776455,0.645003125,-0.645135319,3
-0.765551172,-0.680944731,-0.969070537,-0.49323256,-0.920284534,-0.262178898,-0.360281698,3
-0.717436237,-0.903003817,1.074991779,-1.253845919,-0.274293883,-0.58009166,-1.176183856,3
-0.848033918,-0.857060558,-0.427372864,-0.92432203,-0.713779326,1.178404872,-0.73873008,3
-0.748367267,-0.948947075,1.130007949,-1.45472007,-0.327243937,-0.931258895,-1.349130698,3
-1.26044765,-1.408379665,-0.126899935,-1.398294747,-1.187682303,0.233312749,-1.180253193,3
-0.738056923,-0.880032187,0.694110602,-1.005574496,-0.443734054,3.16303182,-0.830290173,3
-0.851470699,-0.834088928,-0.605117413,-0.958177224,-0.790556903,0.14552094,-0.828255504,3
-0.913332759,-1.040833593,0.308997412,-1.109397091,-0.734959347,-0.046024824,-1.094797107,3
-1.243263744,-1.285864308,-0.842110145,-1.102626052,-1.227394843,0.415547261,-0.824186167,3
-0.566217868,-0.688601941,0.73219872,-0.885952811,-0.070436178,3.069254206,-0.716348724,3
-1.033620098,-1.033176384,-0.799790014,-1.0236306,-1.118847234,-0.067972776,-0.740764749,3
-0.875528167,-0.933632656,-0.109971883,-0.87015372,-0.753491866,1.288144632,-0.702106043,3
